Auction_Desc,Auction_id,Round,bip_id,Block,License Size (Mhz),Major Grouping,Minor Grouping,Market Name,Expr1009,BUs,bidder_name,Entrep,Round of High Bid,bid_amt,net_bid_amt,Bidding Credit,Increments of Bid,Prev High Bidder,Round of Prev High Bid,Prev Gross,Prev Net,Prev Bidding Credit,hhbidder,Number of Bids,MX_Grp,MX_Num,Population,Open or Closed Bidding,OorC
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA281-C5,C ,10,MTA038,BTA281,"Marion, OH",92023,12000,"Cellco Partnership, d/b/a Verizon Wireless", ,97,391000,391000,0,0,"Cellco Partnership, d/b/a Verizon Wireless",91,"$337,000.00","$337,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,92023,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA284F,F ,10,MTA023,BTA284,"Martinsville, VA",90577,14000,"Salmon PCS, LLC",X,69,2057000,1542750,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",68,"$1,879,000.00","$1,879,000.00",0,"Salmon PCS, LLC",0,FM,0,90577,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA287-C2,C ,15,MTA016,BTA287,"Meadville, PA",86169,17000,"Cellco Partnership, d/b/a Verizon Wireless", ,46,267000,267000,0,0,"MilkyWay Broadband, LLC",39,"$254,000.00","$190,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,86169,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA288F,F ,10,MTA030,BTA288,"Medford, OR",209038,43000,"Salmon PCS, LLC",X,65,22271000,16703250,0.25,0,"Summit Wireless, LLC",64,"$20,479,000.00","$15,359,250.00",0.25,"Salmon PCS, LLC",0,FM,0,209038,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA289-C3,C ,10,MTA013,BTA289,"Melbourne, FL",398978,140000,"Leap Wireless International, Inc.",X,92,3554000,3554000,0.25,0,FCC,91,$0.00,$0.00,0,"Leap Wireless International, Inc.",0,FM,0,398978,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA289-C4,C ,10,MTA013,BTA289,"Melbourne, FL",398978,140000,"Alaska Native Wireless, L.L.C.",X,37,3729000,3729000,0.25,0,"3G PCS, LLC",32,"$3,546,000.00","$3,546,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,398978,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA289-C5,C ,10,MTA013,BTA289,"Melbourne, FL",398978,140000,"Cellco Partnership, d/b/a Verizon Wireless", ,36,5190000,5190000,0,0,"Alaska Native Wireless, L.L.C.",31,"$4,932,000.00","$3,699,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,398978,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA294F,F ,10,MTA003,BTA294,"Michigan City, IN",107066,8900,"Salmon PCS, LLC",X,69,2219000,1664250,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",68,"$2,027,000.00","$2,027,000.00",0,"Salmon PCS, LLC",0,FM,0,107066,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA295-C2,C ,15,MTA044,BTA295,"Middlesboro, KY",121217,21000,"Cellco Partnership, d/b/a Verizon Wireless", ,55,2912000,2912000,0,0,VoiceStream PCS BTA I License Corporation,54,"$2,452,000.00","$2,452,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,121217,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA297F,F ,10,MTA020,BTA297,"Milwaukee, WI",1751525,600000,VoiceStream PCS BTA I License Corporation, ,46,107614000,107614000,0,0,"Black Crow Wireless, L.P.",45,"$97,831,000.00","$73,373,250.00",0.25,VoiceStream PCS BTA I License Corporation,0,FM,0,1751525,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA298-C3,C ,10,MTA012,BTA298,"Minneapolis, MN",2840561,1773000,"Alaska Native Wireless, L.L.C.",X,22,134747000,134747000,0.25,0,"Salmon PCS, LLC",21,#############,#############,0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,2840561,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA298-C4,C ,10,MTA012,BTA298,"Minneapolis, MN",2840561,1773000,"Salmon PCS, LLC",X,35,165970000,124477500,0.25,0,"Alaska Native Wireless, L.L.C.",23,#############,#############,0.25,"Salmon PCS, LLC",0,FM,0,2840561,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA298-C5,C ,10,MTA012,BTA298,"Minneapolis, MN",2840561,1773000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,165099000,165099000,0,0,"Salmon PCS, LLC",24,#############,#############,0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,2840561,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA299-C3,C ,10,MTA012,BTA299,"Minot, ND",122687,2500,"Summit Wireless, LLC",X,73,399000,299250,0.25,0,"Alaska Native Wireless, L.L.C.",57,"$380,000.00","$285,000.00",0.25,"Summit Wireless, LLC",0,FM,0,122687,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA299-C4,C ,10,MTA012,BTA299,"Minot, ND",122687,2500,"Alaska Native Wireless, L.L.C.",X,74,428000,321000,0.25,0,"3DL Wireless, LLC",72,"$403,000.00","$302,250.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,122687,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA299-C5,C ,10,MTA012,BTA299,"Minot, ND",122687,2500,"Commnet PCS, Inc.",X,71,401000,300750,0.25,0,"3DL Wireless, LLC",70,"$373,000.00","$279,750.00",0.25,"Commnet PCS, Inc.",0,FM,0,122687,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA307-C3,C ,10,MTA005,BTA307,"Mt Pleasant, MI",118558,9200,"ALPINE PCS, INC.",X,43,323000,323000,0.15,0,"Alaska Native Wireless, L.L.C.",42,"$300,000.00","$300,000.00",0.25,"ALPINE PCS, INC.",0,FM,0,118558,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA307-C4,C ,10,MTA005,BTA307,"Mt Pleasant, MI",118558,9200,"Salmon PCS, LLC",X,37,309000,309000,0.25,0,"ALPINE PCS, INC.",36,"$284,000.00","$284,000.00",0.15,"Salmon PCS, LLC",0,FM,0,118558,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA307-C5,C ,10,MTA005,BTA307,"Mt Pleasant, MI",118558,9200,"Cellco Partnership, d/b/a Verizon Wireless", ,55,778000,778000,0,0,VoiceStream PCS BTA I License Corporation,54,"$711,000.00","$711,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,118558,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA312F,F ,10,MTA006,BTA312,"Myrtle Beach, SC",144053,55000,"Cellco Partnership, d/b/a Verizon Wireless", ,55,15041000,15041000,0,0,VoiceStream PCS BTA I License Corporation,54,"$13,830,000.00","$13,830,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,144053,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA316-C3,C ,10,MTA006,BTA316,"New Bern, NC",154955,22000,Lafayette Communications Company L.L.C.,X,72,949000,949000,0.15,0,"T.K.O. Communications, LLC",71,"$825,000.00","$825,000.00",0.25,Lafayette Communications Company L.L.C.,0,FM,0,154955,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA316-C4,C ,10,MTA006,BTA316,"New Bern, NC",154955,22000,"Cook Inlet/VS GSM V PCS, LLC",X,75,912000,912000,0,0,"T.K.O. Communications, LLC",73,"$856,000.00","$856,000.00",0.25,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,154955,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA316-C5,C ,10,MTA006,BTA316,"New Bern, NC",154955,22000,"Cellco Partnership, d/b/a Verizon Wireless", ,36,1903000,1903000,0,0,Lafayette Communications Company L.L.C.,35,"$1,683,000.00","$1,430,550.00",0.15,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,154955,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA317-C2,C ,15,MTA021,BTA317,"New Castle, PA",96246,27000,"Salmon PCS, LLC",X,75,3318000,2488500,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",74,"$3,017,000.00","$3,017,000.00",0,"Salmon PCS, LLC",0,FM,0,96246,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA318-C3,C ,10,MTA001,BTA318,"New Haven, CT",978311,419000,"Alaska Native Wireless, L.L.C.",X,45,11261000,11261000,0.25,0,"Leap Wireless International, Inc.",44,"$10,451,000.00","$10,451,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,978311,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA318-C4,C ,10,MTA001,BTA318,"New Haven, CT",978311,419000,"3DL Wireless, LLC",X,47,12152000,12152000,0.25,0,"Leap Wireless International, Inc.",46,"$11,292,000.00","$11,292,000.00",0.25,"3DL Wireless, LLC",0,FM,0,978311,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA318-C5,C ,10,MTA001,BTA318,"New Haven, CT",978311,419000,"Cellco Partnership, d/b/a Verizon Wireless", ,43,15325000,15325000,0,0,"Leap Wireless International, Inc.",41,"$14,205,000.00","$10,653,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,978311,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA319-C3,C ,10,MTA001,BTA319,"New London, CT",357482,113000,"Leap Wireless International, Inc.",X,40,1522000,1522000,0.25,0,"Alaska Native Wireless, L.L.C.",37,"$1,352,000.00","$1,352,000.00",0.25,"Leap Wireless International, Inc.",0,FM,0,357482,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA319-C4,C ,10,MTA001,BTA319,"New London, CT",357482,113000,"Alaska Native Wireless, L.L.C.",X,38,1367000,1367000,0.25,0,"MCG PCS II, Inc.",37,"$1,257,000.00","$1,257,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,357482,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA319-C5,C ,10,MTA001,BTA319,"New London, CT",357482,113000,"Cellco Partnership, d/b/a Verizon Wireless", ,39,2753000,2753000,0,0,"Alaska Native Wireless, L.L.C.",37,"$2,565,000.00","$1,923,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,357482,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA321-C3,C ,10,MTA001,BTA321,"New York, NY",18050615,15906000,"Alaska Native Wireless, L.L.C.",X,62,1484327000,1484327000,0.25,0,"Salmon PCS, LLC",57,#############,#############,0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,18050615,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA321-C4,C ,10,MTA001,BTA321,"New York, NY",18050615,15906000,"Cellco Partnership, d/b/a Verizon Wireless", ,61,2057010000,2057010000,0,0,"Alaska Native Wireless, L.L.C.",60,#############,#############,0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,18050615,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA321-C5,C ,10,MTA001,BTA321,"New York, NY",18050615,15906000,"Cellco Partnership, d/b/a Verizon Wireless", ,59,2038316000,2038316000,0,0,"Alaska Native Wireless, L.L.C.",58,#############,#############,0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,18050615,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA324-C3,C ,10,MTA023,BTA324,"Norfolk, VA",1635296,657000,"SVC BidCo, L.P.",X,38,90719000,90719000,0,0,Lafayette Communications Company L.L.C.,29,"$86,383,000.00","$86,383,000.00",0.15,"SVC BidCo, L.P.",0,FM,0,1635296,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA324-C4,C ,10,MTA023,BTA324,"Norfolk, VA",1635296,657000,"Salmon PCS, LLC",X,30,88069000,88069000,0.25,0,Lafayette Communications Company L.L.C.,29,"$80,458,000.00","$80,458,000.00",0.15,"Salmon PCS, LLC",0,FM,0,1635296,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA324-C5,C ,10,MTA023,BTA324,"Norfolk, VA",1635296,657000,Lafayette Communications Company L.L.C.,X,39,85292000,72498200,0.15,0,"Salmon PCS, LLC",28,"$77,532,000.00","$58,149,000.00",0.25,Lafayette Communications Company L.L.C.,0,FM,0,1635296,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA325-C1,C ,15,MTA045,BTA325,"North Platte, NE",80249,19000,"Salmon PCS, LLC",X,26,1670000,1670000,0.25,0,"N.E. Colorado Cellular, Inc.",25,"$1,501,000.00","$1,501,000.00",0.15,"Salmon PCS, LLC",0,FM,0,80249,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA326F,F ,10,MTA013,BTA326,"Ocala, FL",194833,58000,"Black Crow Wireless, L.P.",X,39,6811000,5108250,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",38,"$6,020,000.00","$6,020,000.00",0,"Black Crow Wireless, L.P.",0,FM,0,194833,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA328-C2,C ,15,MTA021,BTA328,"Oil City, PA",105882,18000,"Salmon PCS, LLC",X,87,4380000,3285000,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",86,"$4,069,000.00","$4,069,000.00",0,"Salmon PCS, LLC",0,FM,0,105882,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA329-C3,C ,10,MTA041,BTA329,"Oklahoma City, OK",1305472,314000,"Black Crow Wireless, L.P.",X,44,44639000,44639000,0.25,0,"Salmon PCS, LLC",37,"$42,497,000.00","$42,497,000.00",0.25,"Black Crow Wireless, L.P.",0,FM,0,1305472,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA329-C4,C ,10,MTA041,BTA329,"Oklahoma City, OK",1305472,314000,"Black Crow Wireless, L.P.",X,36,45080000,45080000,0.25,0,"Salmon PCS, LLC",35,"$41,928,000.00","$41,928,000.00",0.25,"Black Crow Wireless, L.P.",0,FM,0,1305472,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA329-C5,C ,10,MTA041,BTA329,"Oklahoma City, OK",1305472,314000,"Cellco Partnership, d/b/a Verizon Wireless", ,43,58849000,58849000,0,0,"Black Crow Wireless, L.P.",38,"$55,958,000.00","$41,968,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,1305472,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA330-C3,C ,10,MTA035,BTA330,"Olean, NY",239343,47000,"TPS Utilicom, Inc.",X,75,1705000,1278750,0.25,0,"Salmon PCS, LLC",47,"$1,624,000.00","$1,218,000.00",0.25,"TPS Utilicom, Inc.",0,FM,0,239343,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA330-C4,C ,10,MTA035,BTA330,"Olean, NY",239343,47000,"Cellco Partnership, d/b/a Verizon Wireless", ,45,1594000,1594000,0,0,"TPS Utilicom, Inc.",37,"$1,518,000.00","$1,138,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,239343,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA330-C5,C ,10,MTA035,BTA330,"Olean, NY",239343,47000,"Salmon PCS, LLC",X,76,1905000,1428750,0.25,0,"NORTHCOAST COMMUNICATIONS, L.L.C.",74,"$1,693,000.00","$1,269,750.00",0.25,"Salmon PCS, LLC",0,FM,0,239343,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA331-C3,C ,10,MTA024,BTA331,"Olympia, WA",258937,138000,"Alaska Native Wireless, L.L.C.",X,57,1512000,1512000,0.25,0,"3G PCS, LLC",56,"$1,406,000.00","$1,406,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,258937,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA331-C4,C ,10,MTA024,BTA331,"Olympia, WA",258937,138000,"Cook Inlet/VS GSM V PCS, LLC",X,59,1527000,1527000,0,0,"3G PCS, LLC",58,"$1,420,000.00","$1,420,000.00",0.25,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,258937,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA331-C5,C ,10,MTA024,BTA331,"Olympia, WA",258937,138000,"Cellco Partnership, d/b/a Verizon Wireless", ,55,2181000,2181000,0,0,"3G PCS, LLC",53,"$1,937,000.00","$1,452,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,258937,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA333-C1,C ,15,MTA001,BTA333,"Oneonta, NY",107742,24000,"NORTHCOAST COMMUNICATIONS, L.L.C.",X,64,1141000,1141000,0.25,0,"TPS Utilicom, Inc.",63,"$1,059,000.00","$1,059,000.00",0.25,"NORTHCOAST COMMUNICATIONS, L.L.C.",0,FM,0,107742,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA333-C2,C ,15,MTA001,BTA333,"Oneonta, NY",107742,24000,"Cellco Partnership, d/b/a Verizon Wireless", ,62,1721000,1721000,0,0,"TPS Utilicom, Inc.",61,"$1,397,000.00","$1,047,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,107742,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA335F,F ,10,MTA006,BTA335,"Orangeburg, SC",114458,11000,VoiceStream PCS BTA I License Corporation, ,49,3090000,3090000,0,0,"Cellco Partnership, d/b/a Verizon Wireless",48,"$2,860,000.00","$2,860,000.00",0,VoiceStream PCS BTA I License Corporation,0,FM,0,114458,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA336-C3,C ,10,MTA013,BTA336,"Orlando, FL",1256429,699000,"SVC BidCo, L.P.",X,38,34530000,34530000,0,0,"Leap Wireless International, Inc.",35,"$32,682,000.00","$32,682,000.00",0.25,"SVC BidCo, L.P.",0,FM,0,1256429,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA336-C4,C ,10,MTA013,BTA336,"Orlando, FL",1256429,699000,"Alaska Native Wireless, L.L.C.",X,37,33911000,33911000,0.25,0,"SVC BidCo, L.P.",36,"$31,537,000.00","$31,537,000.00",0,"Alaska Native Wireless, L.L.C.",0,FM,0,1256429,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA336-C5,C ,10,MTA013,BTA336,"Orlando, FL",1256429,699000,"Salmon PCS, LLC",X,31,41915000,31436250,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",21,"$39,913,000.00","$39,913,000.00",0,"Salmon PCS, LLC",0,FM,0,1256429,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA339-C3,C ,10,MTA026,BTA339,"Paducah, KY",217082,24000,"Cellco Partnership, d/b/a Verizon Wireless", ,61,700000,700000,0,0,Purchase Communications,54,"$607,000.00","$607,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,217082,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA339-C4,C ,10,MTA026,BTA339,"Paducah, KY",217082,24000,Purchase Communications, ,82,737000,737000,0,0,"NTCH, Inc.",81,"$686,000.00","$514,500.00",0.25,Purchase Communications,0,FM,0,217082,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA339-C5,C ,10,MTA026,BTA339,"Paducah, KY",217082,24000,Purchase Communications, ,84,785000,785000,0,0,"NTCH, Inc.",83,"$730,000.00","$547,500.00",0.25,Purchase Communications,0,FM,0,217082,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA341-C3,C ,10,MTA007,BTA341,"Paris, TX",89422,23000,"Alaska Native Wireless, L.L.C.",X,86,970000,727500,0.25,0,"T.K.O. Communications, LLC",85,"$886,000.00","$664,500.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,89422,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA341-C4,C ,10,MTA007,BTA341,"Paris, TX",89422,23000,"Salmon PCS, LLC",X,90,1119000,839250,0.25,0,"T.K.O. Communications, LLC",89,"$973,000.00","$729,750.00",0.25,"Salmon PCS, LLC",0,FM,0,89422,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA341-C5,C ,10,MTA007,BTA341,"Paris, TX",89422,23000,VoiceStream PCS BTA I License Corporation, ,92,1219000,1219000,0,0,"T.K.O. Communications, LLC",91,"$1,129,000.00","$846,750.00",0.25,VoiceStream PCS BTA I License Corporation,0,FM,0,89422,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA346F,F ,10,MTA009,BTA346,"Philadelphia, PA",5899345,5124000,"Cellco Partnership, d/b/a Verizon Wireless", ,22,277251000,277251000,0,0,"Alaska Native Wireless, L.L.C.",19,#############,#############,0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,5899345,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA350-C3,C ,10,MTA021,BTA350,"Pittsburgh, PA",2507839,1046000,"DCC PCS, Inc.",X,68,97848000,97848000,0,0,"Salmon PCS, LLC",67,"$91,021,000.00","$91,021,000.00",0.25,"DCC PCS, Inc.",0,FM,0,2507839,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA350-C4,C ,10,MTA021,BTA350,"Pittsburgh, PA",2507839,1046000,"Cellco Partnership, d/b/a Verizon Wireless", ,66,112774000,112774000,0,0,"Salmon PCS, LLC",63,#############,"$80,076,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,2507839,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA350-C5,C ,10,MTA021,BTA350,"Pittsburgh, PA",2507839,1046000,"Salmon PCS, LLC",X,65,114223000,85667250,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",64,#############,#############,0,"Salmon PCS, LLC",0,FM,0,2507839,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA352-C3,C ,10,MTA001,BTA352,"Plattsburgh, NY",123121,13000,"DEVTEL, LLC",X,28,170000,127500,0.25,0,"Alaska Native Wireless, L.L.C.",23,"$162,000.00","$121,500.00",0.25,"DEVTEL, LLC",0,FM,0,123121,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA352-C4,C ,10,MTA001,BTA352,"Plattsburgh, NY",123121,13000,"Polycell Communications, Inc.",X,36,173000,129750,0.25,0,"MilkyWay Broadband, LLC",24,"$165,000.00","$123,750.00",0.25,"Polycell Communications, Inc.",0,FM,0,123121,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA352-C5,C ,10,MTA001,BTA352,"Plattsburgh, NY",123121,13000,"NTCH, Inc.",X,23,190000,142500,0.25,0,"Alaska Native Wireless, L.L.C.",22,"$176,000.00","$132,000.00",0.25,"NTCH, Inc.",0,FM,0,123121,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA352F,F ,10,MTA001,BTA352,"Plattsburgh, NY",123121,13000,"PCS Partners, L.P.",X,54,193000,144750,0.25,0,"NTCH, Inc.",25,"$184,000.00","$138,000.00",0.25,"PCS Partners, L.P.",0,FM,0,123121,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA356-C2,C ,15,MTA024,BTA356,"Port Angeles, WA",76610,7500,"Cellco Partnership, d/b/a Verizon Wireless", ,57,3660000,3660000,0,0,"Alaska Native Wireless, L.L.C.",56,"$3,332,000.00","$2,499,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,76610,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA357-C3,C ,10,MTA008,BTA357,"Portland, ME",471614,135000,"Alaska Native Wireless, L.L.C.",X,28,4802000,4802000,0.25,0,"Coloma Spectrum, LLC",27,"$4,232,000.00","$4,232,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,471614,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA357-C4,C ,10,MTA008,BTA357,"Portland, ME",471614,135000,"Salmon PCS, LLC",X,30,4564000,4564000,0.25,0,"Coloma Spectrum, LLC",29,"$4,201,000.00","$4,201,000.00",0.25,"Salmon PCS, LLC",0,FM,0,471614,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA357-C5,C ,10,MTA008,BTA357,"Portland, ME",471614,135000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,7250000,7250000,0,0,"Salmon PCS, LLC",31,"$6,810,000.00","$5,107,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,471614,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA358-C3,C ,10,MTA030,BTA358,"Portland, OR",1690930,1053000,"Salmon PCS, LLC",X,35,65428000,65428000,0.25,0,"Alaska Native Wireless, L.L.C.",27,"$62,287,000.00","$62,287,000.00",0.25,"Salmon PCS, LLC",0,FM,0,1690930,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA358-C4,C ,10,MTA030,BTA358,"Portland, OR",1690930,1053000,"Alaska Native Wireless, L.L.C.",X,27,62764000,62764000,0.25,0,"Black Crow Wireless, L.P.",26,"$55,173,000.00","$55,173,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,1690930,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA358-C5,C ,10,MTA030,BTA358,"Portland, OR",1690930,1053000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,81395000,81395000,0,0,"Salmon PCS, LLC",26,"$77,487,000.00","$58,115,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,1690930,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA358F,F ,10,MTA030,BTA358,"Portland, OR",1690930,1053000,"Salmon PCS, LLC",X,28,84470000,63352500,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",27,"$77,724,000.00","$77,724,000.00",0,"Salmon PCS, LLC",0,FM,0,1690930,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA359-C3,C ,10,MTA018,BTA359,"Portsmouth, OH",93356,13000,VoiceStream PCS BTA I License Corporation, ,99,250000,250000,0,0,Scott  Reiter,98,"$233,000.00","$174,750.00",0.25,VoiceStream PCS BTA I License Corporation,0,FM,0,93356,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA359-C4,C ,10,MTA018,BTA359,"Portsmouth, OH",93356,13000,"Cellco Partnership, d/b/a Verizon Wireless", ,97,274000,274000,0,0,Scott  Reiter,96,"$223,000.00","$167,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,93356,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA359-C5,C ,10,MTA018,BTA359,"Portsmouth, OH",93356,13000,Scott  Reiter,X,100,256000,192000,0.25,0,"Salmon PCS, LLC",85,"$244,000.00","$183,000.00",0.25,Scott  Reiter,0,FM,0,93356,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA361-C3,C ,10,MTA001,BTA361,"Poughkeepsie, NY",424766,136000,"Leap Wireless International, Inc.",X,68,2327000,2327000,0.25,0,"Cook Inlet/VS GSM V PCS, LLC",67,"$2,023,000.00","$2,023,000.00",0,"Leap Wireless International, Inc.",0,FM,0,424766,Closed,C
