auction_id	auction_description	round	item_name	item_description	pwb_amount	net_pwb_amount	pw_bidder	round_of_pwb	previous_pw_bidder	round_of_previous_pwb	previous_pwb_amount	previous_net_pwb_amount
73	700 MHz Band	261	WY-CMA283-B	Panama City, FL	1247000.00	1247000.00	Cellular South Licenses, Inc.	27	Cellco Partnership d/b/a Verizon Wireless	26	1133000.00	 	
73	700 MHz Band	261	WY-CMA284-B	Elmira, NY	162000.00	137700.00	Broadband Wireless Unlimited, LLC	112	AT&T Mobility Spectrum, LLC	104	159000.00	 	
73	700 MHz Band	261	WY-CMA285-B	Las Cruces, NM	1270000.00	1079500.00	PVT Networks, Inc.	44	Cellco Partnership d/b/a Verizon Wireless	26	1245000.00	 	
73	700 MHz Band	261	WY-CMA286-B	Dubuque, IA	1019000.00	764250.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	935000.00	 	
73	700 MHz Band	261	WY-CMA287-B	Bryan-College Station, TX	448000.00	448000.00	CenturyTel Broadband Wireless LLC	42	Cellco Partnership d/b/a Verizon Wireless	23	439000.00	 	
73	700 MHz Band	261	WY-CMA288-B	Rochester, MN	1519000.00	1139250.00	Midwest AWS Limited Partnership	25	Redwood Wireless Corp.	24	1374000.00	 	
73	700 MHz Band	261	WY-CMA289-B	Rapid City, SD	1448000.00	1448000.00	Cellco Partnership d/b/a Verizon Wireless	24	KTC AWS Limited Partnership	21	1367000.00	 	
73	700 MHz Band	261	WY-CMA290-B	La Crosse, WI	2971000.00	2971000.00	CenturyTel Broadband Wireless LLC	67	King Street Wireless, L.P.	66	2857000.00	 	
73	700 MHz Band	261	WY-CMA291-B	Pine Bluff, AR	176000.00	176000.00	CenturyTel Broadband Wireless LLC	21	Alltel Corporation	18	167000.00	 	
73	700 MHz Band	261	WY-CMA292-B	Sherman-Denison, TX	214000.00	160500.00	Miller, David	175	FCC	0	0	0	
73	700 MHz Band	261	WY-CMA293-B	Owensboro, KY	320000.00	320000.00	Bluegrass Wireless LLC	19	AT&T Mobility Spectrum, LLC	18	292000.00	 	
73	700 MHz Band	261	WY-CMA294-B	San Angelo, TX	1551000.00	1551000.00	Central Texas Telephone Investments, LP	37	Cellco Partnership d/b/a Verizon Wireless	24	1521000.00	 	
73	700 MHz Band	261	WY-CMA295-B	Midland, TX	405000.00	405000.00	Cellco Partnership d/b/a Verizon Wireless	26	Central Texas Telephone Investments, LP	25	369000.00	 	
73	700 MHz Band	261	WY-CMA296-B	Iowa City, IA	1957000.00	1467750.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	1802000.00	 	
73	700 MHz Band	261	WY-CMA297-B	Great Falls, MT	648000.00	648000.00	Cellco Partnership d/b/a Verizon Wireless	24	Alltel Corporation	21	615000.00	 	
73	700 MHz Band	261	WY-CMA298-B	Bismarck, ND	0	0	FCC	0	Alltel Corporation	21	1007000.00	 	
73	700 MHz Band	261	WY-CMA299-B	Casper, WY	488000.00	488000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	21	463000.00	 	
73	700 MHz Band	261	WY-CMA300-B	Victoria, TX	207000.00	175950.00	Broadband Wireless Unlimited, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	188000.00	 	
73	700 MHz Band	261	WY-CMA301-B	Lawrence, KS	1495000.00	1495000.00	The World Company	29	Cellco Partnership d/b/a Verizon Wireless	23	1424000.00	 	
73	700 MHz Band	261	WY-CMA302-B	Enid, OK	879000.00	659250.00	King Street Wireless, L.P.	33	Pioneer Telephone Cooperative, Inc.	32	799000.00	 	
73	700 MHz Band	261	WY-CMA303-B	Aurora-Elgin, IL	309000.00	262650.00	Broadband Wireless Unlimited, LLC	175	I-700, LLC	174	297000.00	 	
73	700 MHz Band	261	WY-CMA304-B	Joliet, IL	227000.00	170250.00	King Street Wireless, L.P.	174	Iowa Intelegra Consortium, LLC	173	218000.00	 	
73	700 MHz Band	261	WY-CMA305-B	Alton-Granite City, IL	145000.00	108750.00	King Street Wireless, L.P.	18	CenturyTel Broadband Wireless LLC	17	121000.00	 	
73	700 MHz Band	261	WY-CMA306-B	Gulf of Mexico	675000.00	675000.00	CHEVRON USA INC.	39	SeaBytes, L.L.C.	38	653000.00	 	
73	700 MHz Band	261	WY-CMA307-B	Alabama 1 - Franklin	3880000.00	3880000.00	AT&T Mobility Spectrum, LLC	111	CenturyTel Broadband Wireless LLC	109	3782000.00	 	
73	700 MHz Band	261	WY-CMA308-B	Alabama 2 - Jackson	2291000.00	2291000.00	Cellular South Licenses, Inc.	25	Farmers Telecommunications Cooperative, Inc.	24	2081000.00	 	
73	700 MHz Band	261	WY-CMA309-B	Alabama 3 - Lamar	138000.00	138000.00	CenturyTel Broadband Wireless LLC	143	Cellular South Licenses, Inc.	142	133000.00	 	
73	700 MHz Band	261	WY-CMA310-B	Alabama 4 - Bibb	166000.00	166000.00	CenturyTel Broadband Wireless LLC	143	Cellular South Licenses, Inc.	142	160000.00	 	
73	700 MHz Band	261	WY-CMA311-B	Alabama 5 - Cleburne	359000.00	359000.00	CenturyTel Broadband Wireless LLC	48	Cellular South Licenses, Inc.	47	345000.00	 	
73	700 MHz Band	261	WY-CMA312-B	Alabama 6 - Washington	466000.00	466000.00	AT&T Mobility Spectrum, LLC	18	CenturyTel Broadband Wireless LLC	17	388000.00	 	
73	700 MHz Band	261	WY-CMA313-B	Alabama 7 - Butler	1932000.00	1932000.00	CenturyTel Broadband Wireless LLC	41	Cellular South Licenses, Inc.	40	1868000.00	 	
73	700 MHz Band	261	WY-CMA314-B	Alabama 8 - Lee	383000.00	383000.00	CenturyTel Broadband Wireless LLC	41	Cellular South Licenses, Inc.	40	370000.00	 	
73	700 MHz Band	261	WY-CMA315-B	Alaska 1 - Wade Hampton	560000.00	560000.00	AlasConnect, Inc.	41	MTA Communications, Inc.	40	538000.00	 	
73	700 MHz Band	261	WY-CMA316-B	Alaska 2 - Bethel	197000.00	197000.00	MTA Communications, Inc.	6	SAL Spectrum, LLC	5	164000.00	 	
73	700 MHz Band	261	WY-CMA317-B	Alaska 3 - Haines	42000.00	42000.00	MTA Communications, Inc.	5	SAL Spectrum, LLC	4	35000.00	 	
73	700 MHz Band	261	WY-CMA318-B	Arizona 1 - Mohave	434000.00	325500.00	Data-Max Wireless LLC	28	Cellco Partnership d/b/a Verizon Wireless	26	408000.00	 	
73	700 MHz Band	261	WY-CMA319-B	Arizona 2 - Coconino	1413000.00	1413000.00	AT&T Mobility Spectrum, LLC	31	Cellco Partnership d/b/a Verizon Wireless	24	1346000.00	 	
73	700 MHz Band	261	WY-CMA320-B	Arizona 3 - Navajo	229000.00	229000.00	SAL Spectrum, LLC	122	Miller, David	121	221000.00	 	
73	700 MHz Band	261	WY-CMA321-B	Arizona 4 - Yuma	509000.00	381750.00	PCS Partners, L.P.	151	Miller, David	150	492000.00	 	
73	700 MHz Band	261	WY-CMA322-B	Arizona 5 - Gila	2381000.00	2381000.00	AT&T Mobility Spectrum, LLC	26	Cellco Partnership d/b/a Verizon Wireless	25	2164000.00	 	
73	700 MHz Band	261	WY-CMA323-B	Arizona 6 - Graham	362000.00	271500.00	PCS Partners, L.P.	56	Cellco Partnership d/b/a Verizon Wireless	21	355000.00	 	
73	700 MHz Band	261	WY-CMA324-B	Arkansas 1 - Madison	979000.00	979000.00	Cox Wireless, Inc.	44	CenturyTel Broadband Wireless LLC	43	941000.00	 	
73	700 MHz Band	261	WY-CMA325-B	Arkansas 2 - Marion	369000.00	369000.00	CenturyTel Broadband Wireless LLC	21	Alltel Corporation	19	346000.00	 	
73	700 MHz Band	261	WY-CMA326-B	Arkansas 3 - Sharp	393000.00	393000.00	CenturyTel Broadband Wireless LLC	21	Alltel Corporation	20	357000.00	 	
73	700 MHz Band	261	WY-CMA327-B	Arkansas 4 - Clay	1325000.00	1325000.00	CenturyTel Broadband Wireless LLC	21	Alltel Corporation	20	1205000.00	 	
73	700 MHz Band	261	WY-CMA328-B	Arkansas 5 - Cross	893000.00	893000.00	CenturyTel Broadband Wireless LLC	21	Alltel Corporation	20	812000.00	 	
73	700 MHz Band	261	WY-CMA329-B	Arkansas 6 - Cleburne	652000.00	652000.00	CenturyTel Broadband Wireless LLC	21	Alltel Corporation	20	593000.00	 	
73	700 MHz Band	261	WY-CMA330-B	Arkansas 7 - Pope	1203000.00	1203000.00	CenturyTel Broadband Wireless LLC	21	Alltel Corporation	19	1125000.00	 	
73	700 MHz Band	261	WY-CMA331-B	Arkansas 8 - Franklin	170000.00	170000.00	CenturyTel Broadband Wireless LLC	169	VentureTel 700, Inc.	168	163000.00	 	
73	700 MHz Band	261	WY-CMA332-B	Arkansas 9 - Polk	411000.00	349350.00	Pine Cellular Phones, Inc.	27	Cellco Partnership d/b/a Verizon Wireless	26	359000.00	 	
73	700 MHz Band	261	WY-CMA333-B	Arkansas 10 - Garland	102000.00	102000.00	CenturyTel Broadband Wireless LLC	89	Miller, David	88	99000.00	 	
73	700 MHz Band	261	WY-CMA334-B	Arkansas 11 - Hempstead	129000.00	129000.00	CenturyTel Broadband Wireless LLC	93	Xanadoo 700 MHz DE, LLC	92	124000.00	 	
73	700 MHz Band	261	WY-CMA335-B	Arkansas 12 - Ouachita	263000.00	263000.00	CenturyTel Broadband Wireless LLC	93	Xanadoo 700 MHz DE, LLC	92	253000.00	 	
73	700 MHz Band	261	WY-CMA336-B	California 1 - Del Norte	843000.00	632250.00	King Street Wireless, L.P.	26	Cellco Partnership d/b/a Verizon Wireless	25	734000.00	 	
73	700 MHz Band	261	WY-CMA337-B	California 2 - Modoc	38000.00	28500.00	King Street Wireless, L.P.	26	Cellco Partnership d/b/a Verizon Wireless	25	32000.00	 	
73	700 MHz Band	261	WY-CMA338-B	California 3 - Alpine	402000.00	301500.00	Triad 700, LLC	91	SAL Spectrum, LLC	26	394000.00	 	
73	700 MHz Band	261	WY-CMA339-B	California 4 - Madera	5151000.00	5151000.00	AT&T Mobility Spectrum, LLC	26	Cellco Partnership d/b/a Verizon Wireless	25	4683000.00	 	
73	700 MHz Band	261	WY-CMA340-B	California 5 - San Luis Obispo	1341000.00	1005750.00	Club 42 CM Limited Partnership	27	Cellco Partnership d/b/a Verizon Wireless	26	1166000.00	 	
73	700 MHz Band	261	WY-CMA341-B	California 6 - Mono	125000.00	93750.00	Great American Broadband, Inc.	72	Triad 700, LLC	71	120000.00	 	
73	700 MHz Band	261	WY-CMA342-B	California 7 - Imperial	676000.00	676000.00	QUALCOMM Incorporated	204	Triad 700, LLC	203	650000.00	 	
73	700 MHz Band	261	WY-CMA343-B	California 8 - Tehama	524000.00	393000.00	King Street Wireless, L.P.	253	Triad 700, LLC	252	476000.00	 	
73	700 MHz Band	261	WY-CMA344-B	California 9 - Mendocino	360000.00	270000.00	King Street Wireless, L.P.	100	Triad 700, LLC	99	346000.00	 	
73	700 MHz Band	261	WY-CMA345-B	California 10 - Sierra	210000.00	157500.00	Triad 700, LLC	50	Cavalier Wireless, LLC	26	206000.00	 	
73	700 MHz Band	261	WY-CMA346-B	California 11 - El Dorado	540000.00	405000.00	Triad 700, LLC	50	Worldcall Inc.	44	529000.00	 	
73	700 MHz Band	261	WY-CMA347-B	California 12 - Kings	298000.00	223500.00	Club 42 CM Limited Partnership	27	Cellco Partnership d/b/a Verizon Wireless	26	259000.00	 	
73	700 MHz Band	261	WY-CMA348-B	Colorado 1 - Moffat	944000.00	944000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	859000.00	 	
73	700 MHz Band	261	WY-CMA349-B	Colorado 2 - Logan	623000.00	623000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	20	592000.00	 	
73	700 MHz Band	261	WY-CMA350-B	Colorado 3 - Garfield	4485000.00	4485000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	4082000.00	 	
73	700 MHz Band	261	WY-CMA351-B	Colorado 4 - Park	921000.00	921000.00	Cellco Partnership d/b/a Verizon Wireless	26	SAL Spectrum, LLC	25	845000.00	 	
73	700 MHz Band	261	WY-CMA352-B	Colorado 5 - Elbert	486000.00	486000.00	Cellco Partnership d/b/a Verizon Wireless	24	N.E. Colorado Wireless Technologies, Inc.	23	441000.00	 	
73	700 MHz Band	261	WY-CMA353-B	Colorado 6 - San Miguel	1001000.00	1001000.00	AT&T Mobility Spectrum, LLC	26	SAL Spectrum, LLC	25	882000.00	 	
73	700 MHz Band	261	WY-CMA354-B	Colorado 7 - Saguache	284000.00	284000.00	CenturyTel Broadband Wireless LLC	74	Cellco Partnership d/b/a Verizon Wireless	24	278000.00	 	
73	700 MHz Band	261	WY-CMA355-B	Colorado 8 - Kiowa	228000.00	228000.00	CenturyTel Broadband Wireless LLC	74	Cellco Partnership d/b/a Verizon Wireless	24	224000.00	 	
73	700 MHz Band	261	WY-CMA356-B	Colorado 9 - Costilla	84000.00	63000.00	C&W Enterprises, Inc.	64	Cavalier Wireless, LLC	63	81000.00	 	
73	700 MHz Band	261	WY-CMA357-B	Connecticut 1 - Litchfield	387000.00	290250.00	Triad 700, LLC	89	Cavalier Wireless, LLC	88	372000.00	 	
73	700 MHz Band	261	WY-CMA358-B	Connecticut 2 - Windham	240000.00	180000.00	Triad 700, LLC	89	Cavalier Wireless, LLC	88	231000.00	 	
73	700 MHz Band	261	WY-CMA359-B	Delaware 1 - Kent	1080000.00	1080000.00	AT&T Mobility Spectrum, LLC	83	Cavalier Wireless, LLC	82	1039000.00	 	
73	700 MHz Band	261	WY-CMA360-B	Florida 1 - Collier	1768000.00	1768000.00	AT&T Mobility Spectrum, LLC	26	Cellco Partnership d/b/a Verizon Wireless	25	1607000.00	 	
73	700 MHz Band	261	WY-CMA361-B	Florida 2 - Glades	281000.00	210750.00	Triad 700, LLC	26	Cavalier Wireless, LLC	25	245000.00	 	
73	700 MHz Band	261	WY-CMA362-B	Florida 3 - Hardee	453000.00	453000.00	Cellco Partnership d/b/a Verizon Wireless	26	Cavalier Wireless, LLC	25	406000.00	 	
73	700 MHz Band	261	WY-CMA363-B	Florida 4 - Citrus	7185000.00	7185000.00	AT&T Mobility Spectrum, LLC	22	Alltel Corporation	21	6248000.00	 	
73	700 MHz Band	261	WY-CMA364-B	Florida 5 - Putnam	366000.00	274500.00	Dragon Arch, Inc.	242	Cavalier Wireless, LLC	241	333000.00	 	
73	700 MHz Band	261	WY-CMA365-B	Florida 6 - Dixie	35000.00	26250.00	Miller, David	242	Cavalier Wireless, LLC	241	32000.00	 	
73	700 MHz Band	261	WY-CMA366-B	Florida 7 - Hamilton	131000.00	98250.00	Cavalier Wireless, LLC	32	Triad 700, LLC	29	124000.00	 	
73	700 MHz Band	261	WY-CMA367-B	Florida 8 - Jefferson	36000.00	27000.00	Cavalier Wireless, LLC	78	Miller, David	77	35000.00	 	
73	700 MHz Band	261	WY-CMA368-B	Florida 9 - Calhoun	123000.00	92250.00	Cavalier Wireless, LLC	77	Cellular South Licenses, Inc.	76	119000.00	 	
73	700 MHz Band	261	WY-CMA369-B	Florida 10 -  Walton	409000.00	409000.00	Cellular South Licenses, Inc.	242	Cavalier Wireless, LLC	241	374000.00	 	
73	700 MHz Band	261	WY-CMA370-B	Florida 11 - Monroe	75000.00	56250.00	Triad 700, LLC	29	Cavalier Wireless, LLC	28	68000.00	 	
73	700 MHz Band	261	WY-CMA371-B	Georgia 1 - Whitfield	1359000.00	1359000.00	AT&T Mobility Spectrum, LLC	22	Cellco Partnership d/b/a Verizon Wireless	21	1237000.00	 	
73	700 MHz Band	261	WY-CMA372-B	Georgia 2 - Dawson	3908000.00	3908000.00	AT&T Mobility Spectrum, LLC	31	Cellco Partnership d/b/a Verizon Wireless	21	3722000.00	 	
73	700 MHz Band	261	WY-CMA373-B	Georgia 3 - Chattooga	522000.00	391500.00	Cavalier Wireless, LLC	46	Cellular South Licenses, Inc.	45	502000.00	 	
73	700 MHz Band	261	WY-CMA374-B	Georgia 4 - Jasper	144000.00	108000.00	Miller, David	96	Triad 700, LLC	29	141000.00	 	
73	700 MHz Band	261	WY-CMA375-B	Georgia 5 - Haralson	1855000.00	1855000.00	AT&T Mobility Spectrum, LLC	46	Cellular South Licenses, Inc.	45	1784000.00	 	
73	700 MHz Band	261	WY-CMA376-B	Georgia 6 - Spalding	823000.00	823000.00	Public Service Wireless Services, Inc.	26	AT&T Mobility Spectrum, LLC	21	783000.00	 	
73	700 MHz Band	261	WY-CMA377-B	Georgia 7 - Hancock	50000.00	37500.00	Miller, David	175	Cavalier Wireless, LLC	174	48000.00	 	
73	700 MHz Band	261	WY-CMA378-B	Georgia 8 - Warren	326000.00	326000.00	PBP Bidco LLC	104	Cavalier Wireless, LLC	103	314000.00	 	
73	700 MHz Band	261	WY-CMA379-B	Georgia 9 - Marion	216000.00	216000.00	Public Service Wireless Services, Inc.	108	Miller, David	107	209000.00	 	
73	700 MHz Band	261	WY-CMA380-B	Georgia 10 - Bleckley	737000.00	737000.00	AT&T Mobility Spectrum, LLC	119	Cavalier Wireless, LLC	83	723000.00	 	
73	700 MHz Band	261	WY-CMA381-B	Georgia 11 - Toombs	92000.00	69000.00	Cavalier Wireless, LLC	81	Miller, David	80	89000.00	 	
73	700 MHz Band	261	WY-CMA382-B	Georgia 12 - Liberty	3059000.00	3059000.00	AT&T Mobility Spectrum, LLC	128	CenturyTel Broadband Wireless LLC	126	2981000.00	 	
73	700 MHz Band	261	WY-CMA383-B	Georgia 13 - Early	165000.00	123750.00	Miller, David	115	Broadband Wireless Unlimited, LLC	114	159000.00	 	
73	700 MHz Band	261	WY-CMA384-B	Georgia 14 - Worth	146000.00	124100.00	Broadband Wireless Unlimited, LLC	96	Cavalier Wireless, LLC	93	143000.00	 	
73	700 MHz Band	261	WY-CMA385-B	Hawaii 1 - Kauai	182000.00	136500.00	Triad 700, LLC	147	PCS Partners, L.P.	146	176000.00	 	
73	700 MHz Band	261	WY-CMA386-B	Hawai 2 - Maui	622000.00	466500.00	Triad 700, LLC	28	Whidbey Telephone Company	27	573000.00	 	
73	700 MHz Band	261	WY-CMA387-B	Hawaii 3 - Hawaii	398000.00	298500.00	Triad 700, LLC	28	Whidbey Telephone Company	27	362000.00	 	
73	700 MHz Band	261	WY-CMA388-B	Idaho 1 - Boundary	1271000.00	1271000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	15	1210000.00	 	
73	700 MHz Band	261	WY-CMA389-B	Idaho 2 - Idaho	58000.00	49300.00	Whidbey Telephone Company	32	Cellco Partnership d/b/a Verizon Wireless	24	55000.00	 	
73	700 MHz Band	261	WY-CMA390-B	Idaho 3 - Lemhi	212000.00	159000.00	Manti Telephone Company	28	Cellco Partnership d/b/a Verizon Wireless	24	202000.00	 	
73	700 MHz Band	261	WY-CMA391-B	Idaho 4 - Elmore	175000.00	131250.00	Toba Inlet PCS, LLC	37	Whidbey Telephone Company	36	169000.00	 	
73	700 MHz Band	261	WY-CMA392-B	Idaho 5 - Butte	970000.00	970000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	16	924000.00	 	
73	700 MHz Band	261	WY-CMA393-B	Idaho 6 - Clark	2888000.00	2888000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	2629000.00	 	
73	700 MHz Band	261	WY-CMA394-B	Illinois 1 - Jo Davie	6373000.00	6373000.00	AT&T Mobility Spectrum, LLC	33	King Street Wireless, L.P.	32	5817000.00	 	
73	700 MHz Band	261	WY-CMA395-B	Illinois 2 - Bureau	1596000.00	1197000.00	King Street Wireless, L.P.	105	Iowa Intelegra Consortium, LLC	104	1535000.00	 	
73	700 MHz Band	261	WY-CMA396-B	Illinois 3 - Mercer	1555000.00	1555000.00	AT&T Mobility Spectrum, LLC	18	Mediapolis Telephone Company	17	1296000.00	 	
73	700 MHz Band	261	WY-CMA397-B	Illinois 4 - Adams	1744000.00	1744000.00	AT&T Mobility Spectrum, LLC	18	King Street Wireless, L.P.	17	1453000.00	 	
73	700 MHz Band	261	WY-CMA398-B	Illinois 5 - Mason	550000.00	412500.00	King Street Wireless, L.P.	111	I-700, LLC	110	529000.00	 	
73	700 MHz Band	261	WY-CMA399-B	Illinois 6 - Montgomery	836000.00	836000.00	I-700, LLC	58	King Street Wireless, L.P.	24	820000.00	 	
73	700 MHz Band	261	WY-CMA400-B	Illinois 7 - Vermilion	898000.00	673500.00	King Street Wireless, L.P.	27	I-700, LLC	26	821000.00	 	
73	700 MHz Band	261	WY-CMA401-B	Illinois 8 - Washington	2404000.00	2404000.00	AT&T Mobility Spectrum, LLC	34	King Street Wireless, L.P.	33	2186000.00	 	
73	700 MHz Band	261	WY-CMA402-B	Illinois 9 - Clay	577000.00	432750.00	King Street Wireless, L.P.	25	I-700, LLC	24	523000.00	 	
73	700 MHz Band	261	WY-CMA403-B	Indiana 1 - Newton	1081000.00	810750.00	King Street Wireless, L.P.	79	I-700, LLC	78	1040000.00	 	
73	700 MHz Band	261	WY-CMA404-B	Indiana 2 - Kosciusko	1219000.00	1219000.00	Ligtel Communications, Inc.	33	King Street Wireless, L.P.	32	1112000.00	 	
73	700 MHz Band	261	WY-CMA405-B	Indiana 3 - Huntington	290000.00	217500.00	Great American Broadband, Inc.	22	AT&T Mobility Spectrum, LLC	21	264000.00	 	
73	700 MHz Band	261	WY-CMA406-B	Indiana 4 - Miami	2055000.00	2055000.00	Cellco Partnership d/b/a Verizon Wireless	21	AT&T Mobility Spectrum, LLC	20	1850000.00	 	
73	700 MHz Band	261	WY-CMA407-B	Indiana 5 - Warren	598000.00	598000.00	I-700, LLC	70	King Street Wireless, L.P.	58	586000.00	 	
73	700 MHz Band	261	WY-CMA408-B	Indiana 6 - Randolph	726000.00	544500.00	Triad 700, LLC	79	I-700, LLC	78	698000.00	 	
73	700 MHz Band	261	WY-CMA409-B	Indiana 7 - Owen	945000.00	708750.00	King Street Wireless, L.P.	18	AT&T Mobility Spectrum, LLC	17	788000.00	 	
73	700 MHz Band	261	WY-CMA410-B	Indiana 8 - Brown	3023000.00	3023000.00	AT&T Mobility Spectrum, LLC	21	Washington County Rural Telephone Cooperative, Inc	20	2776000.00	 	
73	700 MHz Band	261	WY-CMA411-B	Indiana 9 - Decatur	392000.00	294000.00	Miles Communications Corp	18	King Street Wireless, L.P.	16	329000.00	 	
73	700 MHz Band	261	WY-CMA412-B	Iowa 1 - Mills	1084000.00	813000.00	King Street Wireless, L.P.	27	Cellco Partnership d/b/a Verizon Wireless	26	983000.00	 	
73	700 MHz Band	261	WY-CMA413-B	Iowa 2 - Union	1217000.00	912750.00	King Street Wireless, L.P.	42	Iowa Intelegra Consortium, LLC	41	1170000.00	 	
73	700 MHz Band	261	WY-CMA414-B	Iowa 3 - Monroe	1867000.00	1400250.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	1716000.00	 	
73	700 MHz Band	261	WY-CMA415-B	Iowa 4 - Muscatine	3959000.00	2969250.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	3640000.00	 	
73	700 MHz Band	261	WY-CMA416-B	Iowa 5 - Jackson	1800000.00	1350000.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	1657000.00	 	
73	700 MHz Band	261	WY-CMA417-B	Iowa 6 - Iowa	2698000.00	2698000.00	Iowa Telecommunications Services, Inc.	45	King Street Wireless, L.P.	44	2594000.00	 	
73	700 MHz Band	261	WY-CMA418-B	Iowa 7 - Audubon	865000.00	648750.00	King Street Wireless, L.P.	28	Iowa Telecommunications Services, Inc.	27	786000.00	 	
73	700 MHz Band	261	WY-CMA419-B	Iowa 8 - Monona	1476000.00	1107000.00	King Street Wireless, L.P.	34	Iowa Telecommunications Services, Inc.	33	1343000.00	 	
73	700 MHz Band	261	WY-CMA420-B	Iowa 9 - Ida	1217000.00	1217000.00	Iowa Telecommunications Services, Inc.	24	AT&T Mobility Spectrum, LLC	16	1159000.00	 	
73	700 MHz Band	261	WY-CMA421-B	Iowa 10 - Humboldt	2476000.00	1857000.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	2275000.00	 	
73	700 MHz Band	261	WY-CMA422-B	Iowa 11 - Hardin	881000.00	660750.00	King Street Wireless, L.P.	53	Iowa Intelegra Consortium, LLC	52	847000.00	 	
73	700 MHz Band	261	WY-CMA423-B	Iowa 12 - Winneshiek	1233000.00	924750.00	King Street Wireless, L.P.	25	Iowa Telecommunications Services, Inc.	24	1120000.00	 	
73	700 MHz Band	261	WY-CMA424-B	Iowa 13 - Mitchell	1979000.00	1979000.00	Iowa Telecommunications Services, Inc.	24	AT&T Mobility Spectrum, LLC	20	1883000.00	 	
73	700 MHz Band	261	WY-CMA425-B	Iowa 14 - Kossuth	2671000.00	2003250.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	2451000.00	 	
73	700 MHz Band	261	WY-CMA426-B	Iowa 15 - Dickinson	1490000.00	1117500.00	King Street Wireless, L.P.	43	Northern Iowa Communications Partners, LLC	42	1433000.00	 	
73	700 MHz Band	261	WY-CMA427-B	Iowa 16 - Lyon	1214000.00	910500.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	1110000.00	 	
73	700 MHz Band	261	WY-CMA428-B	Kansas 1 - Cheyenne	128000.00	108800.00	The S&T Telephone Cooperative Association, Inc.	59	Great American Broadband, Inc.	58	124000.00	 	
73	700 MHz Band	261	WY-CMA429-B	Kansas 2 - Norton	107000.00	107000.00	Rural Telephone Service Company, Inc.	57	Great American Broadband, Inc.	55	104000.00	 	
73	700 MHz Band	261	WY-CMA430-B	Kansas 3 - Jewell	1058000.00	793500.00	Blue Valley Tele-Communications, Inc.	27	Cellco Partnership d/b/a Verizon Wireless	26	950000.00	 	
73	700 MHz Band	261	WY-CMA431-B	Kansas 4 - Marshall	2021000.00	1515750.00	Blue Valley Tele-Communications, Inc.	22	AT&T Mobility Spectrum, LLC	21	1833000.00	 	
73	700 MHz Band	261	WY-CMA432-B	Kansas 5 - Brown	2064000.00	2064000.00	AT&T Mobility Spectrum, LLC	32	King Street Wireless, L.P.	31	1883000.00	 	
73	700 MHz Band	261	WY-CMA433-B	Kansas 6 - Wallace	64000.00	54400.00	The S&T Telephone Cooperative Association, Inc.	27	Cellco Partnership d/b/a Verizon Wireless	26	58000.00	 	
73	700 MHz Band	261	WY-CMA434-B	Kansas 7 - Trego	964000.00	964000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	21	914000.00	 	
73	700 MHz Band	261	WY-CMA435-B	Kansas 8 - Ellsworth	1018000.00	1018000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	19	969000.00	 	
73	700 MHz Band	261	WY-CMA436-B	Kansas 9 - Morris	1743000.00	1307250.00	King Street Wireless, L.P.	22	AT&T Mobility Spectrum, LLC	21	1584000.00	 	
73	700 MHz Band	261	WY-CMA437-B	Kansas 10 - Franklin	811000.00	608250.00	King Street Wireless, L.P.	22	AT&T Mobility Spectrum, LLC	21	737000.00	 	
73	700 MHz Band	261	WY-CMA438-B	Kansas 11 - Hamilton	788000.00	788000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	18	750000.00	 	
73	700 MHz Band	261	WY-CMA439-B	Kansas 12 - Hodgeman	646000.00	646000.00	Cellco Partnership d/b/a Verizon Wireless	24	King Street Wireless, L.P.	22	607000.00	 	
73	700 MHz Band	261	WY-CMA440-B	Kansas 13 - Edwards	304000.00	304000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	20	289000.00	 	
